,Txhash,DateTime,RelayerAddr,Value
20,0x7954546177e24ff61814109dcbf0385f1f5663c96d9eebcfc492a29febbbe8d8,2021/11/22 10:07,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0654658
21,0xfc1c9a9dde02fc9d2667fdc1edb228cc988abf9baaabbc3cb975e22bd3246262,2021/11/22 10:04,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.054339099999999994
22,0xc2cb98510ba2cb7bbef944c92e7af4924482848eaccf4d9d0dd3595da3013a48,2021/11/22 10:01,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.059062
23,0x8d2f09017f2cae8b5d938df4f13ed060a8986bd15a4f8536fc2cdd668e322747,2021/11/22 8:54,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0577048
24,0x1ffb326986398adadc09d60da1208d60b6f72c2ed550aaea498890d7bb6d3c6c,2021/11/22 8:54,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0651889
25,0x0ba379ff3389153fc7b9ab7afcb15228956b92e96deb080de246e0587b070d0c,2021/11/22 8:50,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.059463699999999994
26,0x805144060ec92353c0193d493f93b485ae98c9dface39a4c5e1fe075f1adaf1e,2021/11/22 8:46,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0517573
27,0xffd86b0a9b42b5ebb778b41490e6258959345b946900a9c17d4147dda6beed21,2021/11/22 5:57,0x2ca1a9d6c79367ea1ea481fc0a5e8c5bd6c62d25,0.13660339999999999
28,0x733cc524145b2839c986db8b785eff14df739a27d70dd1ef99f01c2b8af2e7e2,2021/11/22 3:48,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0614605
29,0xb478a5395441923860764c5fae79211c02db5c723191f636219383efc96cceae,2021/11/22 2:46,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.07879989999999999
30,0x1e284d38fc51438ed181fe42e724b9a36181886099d2149f6acb6aff6592c4e3,2021/11/22 2:18,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.08562489999999999
31,0x5681628acdd8731afe29f352e036f6e4f71c1cc120adf25cb79feff8c5451280,2021/11/22 0:12,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.08572239999999999
32,0x480854345020e55f76390c6153d6a30e326922186db77e082f32d9d59d418ae0,2021/11/21 19:11,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0748687
33,0x19ddae4c716bcaa47d94f07150407f14c0bdb60edfbebef12981df2c8b59b0ae,2021/11/21 18:57,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.06668260000000001
34,0x2f6cd942679b1d5e9b9875e27f5439e6d9a8b15b64ae148242daa4fcf47bba7b,2021/11/21 18:46,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0600331
35,0x8697e3f37f6c8df0ee03a8cc7fc152553e3dd602711067dbff0b26804c235b54,2021/11/21 18:36,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0899071
36,0xf514340a8ba4b556025b46b3b6abf3df6f43ceaed653c2b3521fcfbca1b2c612,2021/11/21 18:26,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0599668
37,0x943073abc0ee4e8d2e76f3366fba7048c0ff9af4a97d5d6a1246397be038c3b5,2021/11/21 13:56,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.0875297
38,0xb553ca13113e8a5eaa75c85af71d513094f5ce988c0a2aebe6b4714826bc5e5a,2021/11/21 13:34,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.06905850000000001
39,0x4707868b1f9053119b0ea713175c10cfdcecaef62f9a72740fae05f5cc80b18f,2021/11/21 10:49,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0566401
40,0x34b413735b40f042e2a6379aea932757d4a843c292e7adbaf0473bf3e86e3177,2021/11/21 10:05,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0501778
41,0x18376e10ada02ca65762cc443df4b3cecc5f54991d4dfcaf3e5e3cd0f07910f9,2021/11/21 9:21,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0483994
42,0x8c79d9d04155b417a3a07414b725242544eb8cc994c253ed06e655bfd3046b17,2021/11/21 9:05,0xddbfced30862c0105673b38dff5e941cf48830e4,0.0519644
43,0x0aee5c3f0f6e58f774ebe905ad4917b73b569bebde18e5c24ba2c073287ba32a,2021/11/21 8:29,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.07455239999999999
44,0xe170363acaba80ceffe233982b8f4035a2913a90a2a42cebbb3394a61062b27b,2021/11/21 8:17,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.038548
45,0xcf18e2d05627734cc7d4eb46447843d53838d5bbb0dc9c3b087f1eea372e459c,2021/11/21 7:49,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0483058
46,0x17940890cd720710e61924990788ed299dfbf45343eeec5cbb31d303cd736f66,2021/11/21 5:44,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.0664806
47,0xf1ea0b2b18b16907487139aca69b4d44b82354cd3ee94ed2e61444bf5037b453,2021/11/21 3:00,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0580441
48,0x0da7800a67a7fea7c13a615f09c414b77698769786a2f202199b8ea1ce139ffc,2021/11/20 23:10,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0745918
49,0x74299bbc5f8f7068d1bbaa899daf419f3e1ceaa871774fda442c10e056a0ad59,2021/11/20 21:59,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0412585
50,0x3e96ed2b44274afdc419d5ffe70005188e47d4fb5215331d3a5983309da096c5,2021/11/20 17:46,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.0837615
51,0xcc52a460467d6109e9e76e9a9e59c6c403812be22fd37b5f447bd6202bc56207,2021/11/20 17:44,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.08200260000000001
52,0xd5183f26aaacfd08f26599b85399bdb83ff2791054ac33ba45963b70f8ac40c4,2021/11/20 13:25,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.08200139999999999
53,0xc8ebc7cd480f921001d3a2d6e76692bff9508b1e9cc3147360dc6eb03628e305,2021/11/20 13:19,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0531067
54,0x5d7f4adfae9068031fbcca4d7a2f4828cb22a06c2fcc2233adea908b252b036a,2021/11/20 13:10,0xddbfced30862c0105673b38dff5e941cf48830e4,0.05970980000000001
55,0xbf044abffc83f4032c21e89bd83fbe933cf8501588c85c6715cba525d8e167a9,2021/11/20 13:06,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0403069
56,0x721d4dd8f9cd73bfd4e9005b630096cf6052584c6996e2fe621dfa5deb9722c5,2021/11/20 11:18,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0449596
57,0x6fe09e68fa95fcc82bcac8f53959285aaa9a2c22e9c9bf0153c964f33e7ff91f,2021/11/20 9:46,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.048364300000000006
58,0xb770466b91cf0c78c8f32e8da9eec379c5121254f158dded0947f1e5baf9e861,2021/11/20 8:31,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.047026599999999995
59,0xa165d9993b95a3348dc2e4d4fe7dc1abec29e5d15081a81e947bc180c9c4cbfd,2021/11/20 6:48,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.05476810000000001
60,0x500e437923f989aafb9b2bdb9348eee98ea3a5e34a11b11493a9a72c8852ae1d,2021/11/20 3:45,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.051098199999999996
61,0xcb87fe786925a63c61d8a3d7ca221394dce0128bc85e428dc703bafef0938ffc,2021/11/20 3:28,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0450103
62,0x038b55486676ee9a495ed51f842704332966dfc7f001e0298dd2fe5d1cf6637c,2021/11/19 23:55,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.048157599999999995
63,0x488a4e9c0ebf2581c516034f9798f5c0e2afa93370246382bfacc6df2ac9d41e,2021/11/19 23:52,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.056390499999999996
64,0x6fe32e1711ac86eb0a66ef9feb4b771b81f62fe6cbc0453d4ea312d71abb22e7,2021/11/19 18:56,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0635275
65,0x705b9991f712ed250cc8b67bbca4e742ed7812f3eb144468de2a813bb5499226,2021/11/19 14:06,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0650212
66,0x547a0b0f9d718bb6463189c221049b9852ab6cc5160e433359e41409ce22dfc1,2021/11/19 14:06,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0649744
67,0x53e12198e9e2cfb8f8a7ae04d8fa23f1ad2a52b39fae9e40b551b1be468742d6,2021/11/19 13:56,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.08585889999999999
68,0x4ac3dbabdef944a0fe91f72628708a868f4a9462d48cc50e0509b057a6653f29,2021/11/19 13:48,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0596548
69,0xc033ed67aefb2143d4f1c5f5cf2b15f3108964e3b5eb6f6e1a8601dd2c591784,2021/11/19 13:39,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0687808
70,0xc7b1ca7e1315d4c5cb0f65e0675d4483023928a6a8dbfffa3c232cb95a34e0c5,2021/11/19 13:20,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.055236099999999996
71,0xc7ecbef4edbeb3b43304704956ffca5b9de43a15dcf32bebaaf37ad2de350645,2021/11/19 11:46,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0524125
72,0x81787ca9e166578f353a516fdf554c089d3f51e43ff4527de54e531d46ed57e4,2021/11/19 11:43,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.053434300000000004
73,0xa1114137cbdcc346983542138cad9ece57b45fea60ef6d4e9c081418352ba873,2021/11/19 11:40,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0483175
74,0x704c5f8828107a9d2a2fdfdeec751d66835fbf3ee62b4ce0225b79796e8a3f7c,2021/11/19 8:56,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.051535000000000004
75,0x0009c088cbe0beb4ccb85edfe6450b6c6bee7e318dde810fd3504994c1c36541,2021/11/19 8:21,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.057775
76,0x35a445da39f9bcbdefedbbd821d223164a81c7fb2e5a19e6492c831fa81dea36,2021/11/19 8:09,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0675913
77,0x341b030d30737e55f1c813b86b7674399194c24eb004197e99866e597d811069,2021/11/19 8:02,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.0816153
78,0x060c3d30eed1a44a52dcb83ecf23cc9b7202ec84e25d48b2669166b7cf0ea90d,2021/11/19 7:58,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.0858468
79,0x4b9274b6d57d1b740400c088f9015771caf07149b4d659ca4b75bbdd2f04a53b,2021/11/19 5:35,0x2ca1a9d6c79367ea1ea481fc0a5e8c5bd6c62d25,0.1044518
80,0x4392837410fe05df15ff69aa9de1384ffbcf7c5de8aed88c8f32f2ad1fe00e59,2021/11/19 5:33,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.0859443
81,0x2fe4ab80ec04170c1638af8dfc15610119c4edd0c50e7b97d006606e5439f29d,2021/11/19 3:25,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.056495800000000006
82,0xc931920cea06f42ece1554d5c361f28bd3b473a8b7cafd38c091004b8f5f2249,2021/11/19 2:54,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.05960409999999999
83,0xa4065cea4c10690d842ae09f28fe8304265f6b4ea1848e45970dcfd2f793c895,2021/11/19 2:50,0xdd36d585a0d32b4ae6f1790bc4292308e21a42e3,0.1006415
84,0x4d15d92385961e4420a230f6b80296f107776325d1fab7a3957de8a720f1f319,2021/11/19 1:51,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0623419
85,0xb71d0eeb18c6435d8a84b1c215c145b7d46ff2175fc2cd494d184663a30eb202,2021/11/18 22:24,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0690343
86,0x3c74299ddb6a24c1ac75f450ca7943befabcfd450cfb1f0436762e194e46c26f,2021/11/18 22:15,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0722206
87,0x9f3205752f366dce59a0e1235dab3d9af41811978c00df64decb45e48e49c25d,2021/11/18 17:57,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0779692
88,0xa0c0849dd56be7fb8e83933ea8a3255f190a7b44786b7654fb37dc50fb61b4b6,2021/11/18 17:01,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0909562
89,0x7b851342a033dd072f183f1a440a3b5eb83da4bdf8d08177a9d04c150432c670,2021/11/18 16:57,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.0905974
90,0xa165e345292c2e1370a355daeaea84c3928da4b2dd13b3352915ee016f69baf7,2021/11/18 15:41,0xddbfced30862c0105673b38dff5e941cf48830e4,0.1155539
91,0xb11eabdb852435a5e553eec0c58a1d9cf4a598bfe09745823fe089b3967836d3,2021/11/18 14:31,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.1123337
92,0x64f896ae10754169061f912495e23c631ca831b7dfcb5fd3daf18804cf44605a,2021/11/18 14:29,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.1108088
93,0x8a33e8d57c34ac476766a0da9bd5f0f0b541baa0009daed348bf37e2024a738d,2021/11/18 14:28,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.10618339999999998
94,0xd4af25b8a04ada0b41ee1669baa5e9bf0f3c19f9c6324f2cffaf0aa0581f8e72,2021/11/18 14:26,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.1085117
95,0x1a03d3ac78d3602d2851bde9ce95201110f9771c344dcdadd814a317d90927c3,2021/11/18 14:15,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.1282574
96,0x0ac783afa7bf9f607c18eefc7ead46dd1789d0d876fcbd405e22596bb0860745,2021/11/18 12:57,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0532159
97,0x8541c1769df3fa14d6132af02c457f1d01845f77c4af4eefba29efd9c250b88d,2021/11/18 12:54,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0480601
98,0x2a9cde52566b855f5e20ac7dd550eb1ad0467839699d4760b520c865985b28b9,2021/11/18 12:33,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.047412699999999995
99,0x5a40b79efd82ed3c90a839d9b376100fd6bdbc34b6b85266bc035720af4975ef,2021/11/18 12:27,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.055045000000000004
100,0xdbf17964462a9200142dd749edf777cd5055d4305f90ac329194dd0a28654606,2021/11/18 12:22,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.05127759999999999
101,0x47737bcae23cf1d0be1a85fb0d01463c4052ff72a10118a2d5bec6d7c7c46b41,2021/11/18 11:33,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.0939296
102,0xa7528ce5e46e1e3796f697f518de1bd72d399e50c3338fc618fa17207675247e,2021/11/18 9:37,0xddbfced30862c0105673b38dff5e941cf48830e4,0.06829760000000001
103,0xd26f7684df4afb9dd862b49e5bf0ad1825bdb0eb03cc96052088959f12bec192,2021/11/18 8:11,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0603802
104,0x895872c4537e735343d723d0ea727c4f05b0eafea43a0a5df15a4cd995b03b9f,2021/11/18 7:36,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0609184
105,0x9ca9e69f20677473a062cc7f1d5245dfbd1c5bea92e2d5e283c6bba2c9d48c9e,2021/11/18 2:49,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.08682999999999999
106,0x6f8ef61b475b12212258ec965e574fa425ec5da10d23ee0fc81a1a1033a1c76e,2021/11/18 0:58,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.07331649999999999
107,0x45044f14b2c7c8adcb8be92754475e1b2309c3e38dba4f01c72f654016b0baca,2021/11/17 19:08,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0812998
108,0x2ba99373fb0b75fcd1d2ab227d81895dce19b12be198f052a1380c6270d6c84e,2021/11/17 17:55,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0729265
109,0x88f3dc249537ed4c76e7d23c2cab9117e647c72da2856b5e048abbe0bcdde62b,2021/11/17 17:40,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.08252050000000001
110,0x5c3e77ebb4c28ad92b31e75ef8481d09f026a65cc86bd5254b364e685035c05e,2021/11/17 17:34,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.08543769999999999
111,0xeb836466c53bce41689dd43d665d1133782bd22e3d629372f8843fba4907144c,2021/11/17 16:21,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.1300498
112,0xd8d7d6ab3f35bf0bc5c11ae8ec28ecd42b7bc10fcf6eeab67fbdf23220aba826,2021/11/17 16:19,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.1342033
113,0x5b83ec332caebc7bd2e378951a9cabec0f1529ae935778603d458b56a30bba7e,2021/11/17 15:37,0xddbfced30862c0105673b38dff5e941cf48830e4,0.0785897
114,0xa5c435dfa56bdc5dd35df7b3a7eb428ce5bcd4eb93e6a381f39ae8dc81613355,2021/11/17 15:28,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.05875
115,0x250ebdd87ca141be3bd074c432d470819d1a02eaa03aff71da2c135a45b983c9,2021/11/17 13:29,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.0896591
116,0x8ffbeba85ed05d4618f5e94a3322de99f203a677b6d4c030fc18988dd53108a6,2021/11/17 13:22,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.065373
117,0x1348309b4f3f9fb9bd2c845096eddad8af822d3717cd79b2bd7fcc2266e0f78e,2021/11/17 13:08,0xddbfced30862c0105673b38dff5e941cf48830e4,0.06744739999999999
118,0xa5341189a942ba7af5e3c4cf5bc78ff6794d028c30ff8352cd81a60c48997180,2021/11/17 11:59,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.07403489999999999
119,0x7a0702f0d29368bf43dd4989154999598be39e43099b67be6ef16d7b90cc68f9,2021/11/17 11:05,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0546316
120,0x3005607c11bd7fffbcbf0b8a61190c839aa5413f00d6ee2ec914d16208517f05,2021/11/17 10:12,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.05573530000000001
121,0x9537cb9b9e7ba2170b2e1026eabd33c59c5753f1fb343dd3ec11b8f46aed6d3f,2021/11/17 9:11,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0556261
122,0x928294d1f2cf3525f16d9c0b03a0936eb72aec3ed4891d1d46b6b2dd5a24e05e,2021/11/17 7:54,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.062115699999999996
123,0x6bd9be4627f5f9d6a090e346d0fb93fab64e597020c03f2e59f1408c981e3c14,2021/11/17 6:52,0x93ebf65d919fc6d9b2bd655108abec7af33f9542,0.0805518
124,0x2dab90b3f3e6e76e9dd88ba6a307d0917d91e6562add3ad66bc4e4817b2552bf,2021/11/17 4:10,0xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.0643777
125,0x4b503e740d9d5893debafd57cb6dae1187990efc2ed92010f1b3fb354d6920af,2021/11/17 2:52,0x28a51fd7b39b49ad4d7813d89e3d4444d79e3ac6,0.09887869999999999
126,0xe821b48c5e835516b4d6db313f740ebe9875d75f2eb97ea5b66e7c3442fd323d,2021/11/17 2:43,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.054939699999999994
127,0xa82861b41a8e7dcec98e41761d0db261ef207373f8e566cfca334953c6de357a,2021/11/17 2:05,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.0811087
128,0x6a293fecd7957178a25de185d230977775e8788399c487e917c8f10dbf7e4d8b,2021/11/17 1:32,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.07019260000000001
129,0xa10e7ba046c0f01040517e72167e020ef5389d143a70ba55a6b89208804a8c57,2021/11/16 23:59,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.0924807
130,0xb513ad5acd8a46b254162256dbdb4fe269806f86b9fb048a788fdf4a6cdeb611,2021/11/16 23:54,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.1061502
131,0x7adccb12aa8aac9bf8fcd25d5b2d728213fc78e74c2521b5a3bb434b15a8ab4f,2021/11/16 23:50,0x009610ae32d286d134ac048ca15ff1dd271dcacf,0.103467
132,0xadc077b7872a91ae87aaa6a72d7ac07bef9c628ab241c3f0161634fea2982aaf,2021/11/16 20:22,0xddbfced30862c0105673b38dff5e941cf48830e4,0.0992324
133,0xc23b4207e6c177b9a8ecf2afbb68ffe3bda059af724896061fdeb8b097d95f6f,2021/11/16 17:50,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.049893099999999996
134,0x84c5e2b4cf54e9392caef1a1da976de3287791346da317fedc0003dd8c411507,2021/11/16 16:20,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.064795
135,0xdaec28e8af6d804d7406b539e32e90a5da042cb4c7a55c11a8deb83282395d21,2021/11/16 14:10,0xddbfced30862c0105673b38dff5e941cf48830e4,0.08516900000000001
136,0x0e300eea6ea8d35f15aa8a2cecbe18f8e85ea4b728d880f2ede225baf1c37c08,2021/11/16 13:50,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0635197
137,0x40b68cf4293dfc562f381adb0aa9932b2ba14d4a2f50e2d4a57682d0d967cf67,2021/11/16 12:35,0x2ca1a9d6c79367ea1ea481fc0a5e8c5bd6c62d25,0.0964997
138,0x24d082d954de0c4466f4b83373d05c665c8f464b57b8d9ee1d7fc42d43dd44a9,2021/11/16 12:23,0x0b97abcab8675c425668863da906c41de4595882,0.1023419
139,0xe1628ca25cc15152c56ce582656ed31e2d83a6e5f72657a884ffeef8683862f1,2021/11/16 10:49,0x20bb3095a4852f4c97d7a188e9f7183c85acfc49,0.057540999999999995
140,0xd34f9f1c82d985afb56deb44c36ea6049ee0275fcb99492fb57f9f7844932dcd,2021/11/16 9:23,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0556105
141,0x28eaa3e8892a30367dd331bbc57a251232434625b4ff849b1b8824a59e81fc0d,2021/11/16 8:39,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0698923
142,0x32b89bd119e28fd958949cc4e60484512333697351ade2810ec2a5c8903afde3,2021/11/16 8:35,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.06639400000000001
143,0x4bbd2e2e52c949461d7c9360bbacfca522afb890e17a2649d8a3eb51b9ec63c6,2021/11/16 7:17,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0577711
144,0x3661564ad52c12c3704c3fa55174cadc32c386ab045a8db254e7b958d063dc6a,2021/11/16 5:33,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.0685
145,0xa0c5cf0caec613e84affd7a578af92eb3ca861ea4cabe1c4724f8301fa2a05de,2021/11/16 3:59,0x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.086284
146,0xca277c7ec0acb13f495ea44684d3943f6b9b1745247389153d491039705ad622,2021/11/16 2:43,0xd6187b4a0f51355a36764558d39b2c21ac12393d,0.0813427
147,0xf0b68aec6d085ce915e4840129cdedb52e535de722e60e54e8f2ce58cc7863a0,2021/11/16 2:13,0xbe4d1e137a24af091be80ae58d652279665e3a27,0.08234889999999999
